,id,price,levy,manufacturer,model,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,car_age
8891,45768430,4861.0,1324.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,264877.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,14.0
8892,45802287,44843.0,1249.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,105743.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
8894,45774789,12544.0,779.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,103000.0,5.0,Automatic,Front,4,Left wheel,White,0.0,11.0
8895,45810607,9543.0,426.0,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,101512.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
8897,45789879,5425.0,1095.0,SSANGYONG,Kyron,Jeep,Yes,Diesel,2.0,98329.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,16.0
8898,45807384,34184.0,915.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,238448.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,10.0
8900,45803040,37730.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,161052.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
8901,45387435,26657.0,1017.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,32000.0,4.0,Tiptronic,Front,4,Left wheel,Black,6.0,7.0
8908,45802368,16778.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,55857.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
8911,45732655,16935.0,1017.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,238025.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
8912,45775910,37633.0,642.0,BMW,528,Sedan,Yes,Petrol,2.0,144000.0,4.0,Automatic,Rear,4,Left wheel,White,6.0,12.0
8914,45813726,20385.0,1018.0,MERCEDES-BENZ,R 350,Jeep,Yes,Diesel,3.0,85294.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,13.0
8916,45730530,10349.0,1273.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,74277.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,15.0
8919,45815965,1490.0,900.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,176688.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,9.0
8923,45729647,3450.0,333.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,135451.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,10.0
8925,45732148,23408.0,836.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,151000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
8926,45804785,29006.0,891.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,18071.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
8927,45733194,11770.0,707.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,56554.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
8930,45729987,26149.0,629.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,80377.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
8931,44227189,11300.0,1024.0,SUBARU,Forester,Jeep,No,Petrol,2.5,182000.0,4.0,Tiptronic,4x4,4,Left wheel,Blue,12.0,14.0
8932,39864330,10506.0,382.0,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,89000.0,4.0,Automatic,Front,4,Left wheel,Silver,10.0,10.0
8934,45767505,2352.0,1018.0,AUDI,Q7,Sedan,Yes,Diesel,3.0,232554.0,6.0,Automatic,4x4,4,Left wheel,Silver,0.0,13.0
8935,45810561,19416.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,152587.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
8936,45808506,1411.0,697.0,VOLKSWAGEN,Golf,Hatchback,Yes,Petrol,1.8,219232.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,9.0
8937,45769422,1725.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,107155.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
8939,45474608,43592.0,1249.0,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,11000.0,6.0,Tiptronic,4x4,4,Left wheel,Grey,6.0,7.0
8941,45816067,3136.0,1079.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,30333.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,6.0
8943,45781678,12544.0,988.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,193000.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,17.0
8946,45816497,22580.0,584.0,TOYOTA,Prius personna,Hatchback,Yes,Petrol,1.8,135000.0,4.0,Variator,Front,4,Left wheel,White,7.0,10.0
8948,45815460,3293.0,1273.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,71939.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,9.0
8949,45795588,10036.0,1268.0,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,13000.0,4.0,Automatic,Front,4,Right-hand drive,Silver,0.0,12.0
8950,45646693,14113.0,891.0,AUDI,S3,Sedan,Yes,Petrol,2.0,61410.0,4.0,Automatic,4x4,4,Left wheel,Grey,12.0,8.0
8951,45797110,36899.0,1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,119098.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
8953,45731099,30517.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,151854.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
8955,45779428,16935.0,1211.0,BMW,X5,Jeep,Yes,Petrol,3.0,17000.0,6.0,Tiptronic,4x4,4,Left wheel,Black,10.0,14.0
8958,45799681,17876.0,585.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,117000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,11.0
8959,45801409,13877.0,475.0,HYUNDAI,Accent,Sedan,Yes,Petrol,1.4,108931.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
8960,45793478,4077.0,1282.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,55790.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,17.0
8961,45809820,2666.0,915.0,AUDI,Q7,Jeep,Yes,Petrol,3.0,85328.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
8963,45801480,14454.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,140000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
8964,45781356,15681.0,779.0,VOLKSWAGEN,Passat,Sedan,No,Petrol,2.5,156000.0,5.0,Tiptronic,Front,4,Left wheel,Grey,8.0,11.0
8967,45804265,24709.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,155000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
8974,45727147,24327.0,639.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,158423.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,10.0
8975,45286370,18158.0,781.0,VOLKSWAGEN,Passat SE,Sedan,Yes,Petrol,2.5,127000.0,5.0,Tiptronic,Front,4,Left wheel,Blue,6.0,12.0
8976,45802301,16621.0,584.0,NISSAN,Juke,Sedan,No,Petrol,1.8,93000.0,4.0,Automatic,Front,4,Left wheel,Blue,12.0,10.0
8977,45760268,1254.0,640.0,SUBARU,Impreza,Sedan,Yes,Petrol,2.0,275530.0,4.0,Automatic,4x4,4,Left wheel,Grey,0.0,11.0
8978,45732168,43128.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,116365.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
8985,45809317,23082.0,502.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,87000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,11.0
8986,45804666,20171.0,707.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,191668.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
8987,45773167,10663.0,934.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,81058.0,4.0,Automatic,4x4,4,Left wheel,Silver,0.0,9.0
8988,43376083,6500.0,1030.0,MAZDA,Demio,Hatchback,No,Petrol,1.2,71000.0,4.0,Automatic,Front,4,Right-hand drive,Grey,4.0,10.0
8993,45797180,26017.0,831.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,107220.0,4.0,Automatic,Front,4,Left wheel,White,4.0,7.0
8994,45769516,2430.0,1598.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,175614.0,6.0,Automatic,Rear,4,Left wheel,Black,12.0,16.0
8995,45802314,38609.0,1091.0,HYUNDAI,H1,Universal,Yes,Diesel,2.5,121000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
8997,45727596,21940.0,640.0,SSANGYONG,Korando,Pickup,Yes,Diesel,2.0,147219.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
8998,45809635,17844.0,502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,88300.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,11.0
8999,45652690,1646.0,640.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619.0,4.0,Automatic,Front,4,Left wheel,Grey,0.0,11.0
9009,45755144,17562.0,934.0,FORD,Fusion 2015,Sedan,No,Petrol,2.5,195200.0,4.0,Tiptronic,Front,4,Left wheel,Green,8.0,9.0
9011,45767439,1725.0,1324.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,226198.0,6.0,Automatic,4x4,4,Left wheel,Green,12.0,14.0
9012,45728816,9408.0,777.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,128000.0,4.0,Tiptronic,Front,4,Left wheel,Black,0.0,10.0
9013,45730414,30856.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,126148.0,4.0,Automatic,Front,4,Left wheel,Brown,4.0,11.0
9014,45770826,18817.0,779.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,86400.0,5.0,Tiptronic,Front,4,Left wheel,Grey,14.0,11.0
9016,45815829,26657.0,830.0,FORD,Escape,Jeep,No,Petrol,1.5,74000.0,8.0,Tiptronic,Front,4,Left wheel,Grey,9.0,5.0
9017,45802039,15822.0,836.0,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,81384.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9018,45809825,22715.0,503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,40740.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
9019,45806987,1333.0,586.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,106280.0,4.0,Automatic,Front,4,Left wheel,White,12.0,12.0
9020,45801637,19707.0,531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,123000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,12.0
9021,45797250,16480.0,528.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,140765.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9022,45806600,5488.0,308.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,339710.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
9023,45774318,2509.0,972.0,VOLVO,XC90,Jeep,Yes,Petrol,3.2,169138.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,11.0
9024,45802773,15053.0,911.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,70338.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9026,45651196,1646.0,1292.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,59099.0,6.0,Automatic,4x4,4,Left wheel,White,0.0,8.0
9027,45768846,21326.0,891.0,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,34058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,8.0
9028,45765236,31047.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,132349.0,6.0,Automatic,4x4,4,Left wheel,Grey,12.0,10.0
9033,45810538,21768.0,642.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,153561.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,12.0
9036,45631233,15681.0,333.0,SUBARU,XV,Sedan,Yes,Hybrid,2.0,270472.0,4.0,Automatic,4x4,4,Left wheel,White,0.0,10.0
9037,45700530,13172.0,1185.0,FORD,Escape,Jeep,Yes,Hybrid,2.5,164600.0,4.0,Automatic,Front,4,Left wheel,Grey,10.0,15.0
9038,45812503,21012.0,749.0,KIA,Sportage EX,Jeep,Yes,Petrol,2.4,90000.0,4.0,Tiptronic,4x4,4,Left wheel,Black,12.0,10.0
9043,45793523,5645.0,1288.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,48524.0,4.0,Automatic,Front,4,Left wheel,Beige,4.0,17.0
9046,45536827,21326.0,779.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,204800.0,4.0,Automatic,Front,4,Left wheel,Green,0.0,11.0
9047,45646491,10192.0,456.0,LEXUS,ES 350,Sedan,Yes,Hybrid,2.5,40386.0,4.0,Automatic,Front,4,Left wheel,White,12.0,9.0
9048,45804519,31524.0,1018.0,JEEP,Grand Cherokee,Jeep,Yes,Diesel,3.0,199500.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
9050,45809898,13987.0,642.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,180000.0,4.0,Automatic,Front,4,Left wheel,White,4.0,12.0
9051,45768499,13172.0,474.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,147000.0,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,10.0,11.0
9053,45810540,21739.0,639.0,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,177103.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
9054,45751249,3058.0,639.0,FORD,Fusion,Sedan,Yes,Petrol,2.0,151411.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
9057,45730057,22649.0,707.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,131114.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,13.0
9058,45797678,18660.0,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,55248.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9059,45803284,10663.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,310886.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
9062,45798471,16308.0,751.0,KIA,Optima EX,Sedan,Yes,Petrol,2.4,92000.0,12.0,Tiptronic,Front,4,Left wheel,Silver,8.0,11.0
9065,45262480,16465.0,765.0,HYUNDAI,Elantra Limited,Sedan,Yes,Petrol,2.0,35167.0,4.0,Automatic,Front,4,Left wheel,Red,8.0,9.0
9067,45804447,40556.0,877.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,82430.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,7.0
9069,45802187,34406.0,777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,119884.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
9071,45803644,17747.0,642.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,225117.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,12.0
9072,45788246,17249.0,585.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,92800.0,4.0,Automatic,Front,4,Left wheel,Blue,0.0,11.0
9075,45797320,8320.0,1047.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,149691.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,17.0
9078,45803527,7119.0,836.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,81248.0,4.0,Automatic,Front,4,Left wheel,White,4.0,14.0
9080,45725088,20005.0,707.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,166850.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9082,45809038,24283.0,639.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,146644.0,4.0,Automatic,Front,4,Left wheel,White,4.0,10.0
9083,45801753,17484.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,103453.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
9088,45760720,4077.0,474.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,196590.0,4.0,Automatic,Front,4,Left wheel,Silver,12.0,11.0
9090,45812989,5018.0,585.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,294034.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
9091,45801341,47042.0,1273.0,BMW,535,Sedan,Yes,Petrol,3.5,59200.0,6.0,Tiptronic,Rear,4,Left wheel,Black,10.0,9.0
9092,45115210,15053.0,640.0,FORD,C-MAX,Sedan,Yes,Hybrid,2.0,173000.0,4.0,Automatic,Front,4,Left wheel,Silver,8.0,11.0
9097,45801771,16894.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,71202.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9098,45803732,30151.0,765.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,143278.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,9.0
9101,45506820,15800.0,753.0,KIA,Optima,Sedan,No,Petrol,2.4,97000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,12.0
9103,45763458,1411.0,682.0,MITSUBISHI,Mirage,Sedan,Yes,Petrol,1.2,7430.0,3.0,Automatic,Front,4,Left wheel,Grey,12.0,6.0
9104,45730590,30564.0,730.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,153404.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
9107,45750619,1960.0,530.0,KIA,RIO,Sedan,Yes,Petrol,1.6,53386.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,11.0
9108,45770128,16621.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379.0,6.0,Automatic,4x4,4,Left wheel,Silver,12.0,13.0
9109,45721331,21009.0,986.0,FORD,Transit,Goods wagon,No,Diesel,2.4,198000.0,4.0,Manual,Rear,4,Left wheel,White,2.0,14.0
9112,45803243,15681.0,891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,317106.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
9115,45760103,1490.0,586.0,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174106.0,4.0,Automatic,Front,4,Left wheel,White,0.0,12.0
9117,45732745,10663.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,310886.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
9119,45813082,17876.0,583.0,HYUNDAI,Veloster,Hatchback,Yes,Petrol,1.6,55000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,13.0
9121,45806564,10036.0,879.0,HYUNDAI,Accent,Sedan,Yes,Petrol,1.6,4621.0,4.0,Automatic,Front,4,Left wheel,Grey,12.0,5.0
9122,45096153,15994.0,1024.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,121000.0,4.0,Tiptronic,Front,4,Left wheel,Silver,12.0,14.0
9124,45804679,36730.0,770.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,113006.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,8.0
9126,45810271,25744.0,891.0,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,113509.0,4.0,Automatic,Front,4,Left wheel,White,4.0,8.0
9127,45732702,11604.0,639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,312690.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9129,45768853,3763.0,584.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,110685.0,4.0,Automatic,Front,4,Left wheel,White,12.0,10.0
9132,45792432,14113.0,638.0,KIA,Optima,Sedan,Yes,Petrol,2.0,60704.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,10.0
9133,45769510,1882.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,146395.0,6.0,Automatic,Rear,4,Left wheel,Grey,12.0,10.0
9135,45789875,5645.0,1094.0,SSANGYONG,Kyron,Jeep,Yes,Diesel,2.0,76800.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,16.0
9136,45642015,18817.0,609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,4,Left wheel,White,12.0,6.0
9137,45793381,23521.0,1195.0,MERCEDES-BENZ,C 220,Universal,No,Diesel,2.2,177000.0,4.0,Tiptronic,Rear,4,Left wheel,White,12.0,16.0
9138,45767333,2666.0,521.0,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,288778.0,4.0,Automatic,Front,4,Left wheel,Black,0.0,13.0
9139,45804432,22649.0,836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,151281.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,14.0
9140,45803627,13015.0,1024.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,73401.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9144,45812906,25089.0,1017.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,23000.0,4.0,Tiptronic,Rear,4,Left wheel,Grey,8.0,7.0
9147,45795294,21953.0,308.0,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,87000.0,4.0,Automatic,Front,4,Left wheel,White,10.0,10.0
9148,45808883,17346.0,528.0,CHEVROLET,Aveo,Hatchback,Yes,Petrol,1.6,74422.0,4.0,Automatic,Front,4,Left wheel,Grey,4.0,10.0
9149,45810179,8311.0,790.0,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,52472.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,15.0
9152,45182308,25089.0,650.0,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,29000.0,4.0,Tiptronic,Front,4,Left wheel,Carnelian red,12.0,8.0
9153,45809372,24512.0,595.0,HONDA,FIT,Hatchback,Yes,Petrol,1.5,111649.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
9154,45653766,5018.0,1399.0,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,167222.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,14.0
9155,45764473,13642.0,1172.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,64496.0,6.0,Automatic,4x4,4,Left wheel,Blue,12.0,13.0
9156,45572015,10663.0,1266.0,HONDA,FIT,Sedan,No,Hybrid,1.5,115000.0,4.0,Automatic,Front,4,Right-hand drive,Silver,2.0,10.0
9158,45772626,9565.0,1058.0,TOYOTA,Highlander,Sedan,Yes,Petrol,3.5,285186.0,6.0,Automatic,Front,4,Left wheel,Grey,12.0,12.0
9160,45782215,12544.0,1047.0,CITROEN,C4,Hatchback,No,Petrol,1.6,210000.0,4.0,Manual,Front,4,Left wheel,Black,4.0,17.0
9163,43642888,26343.0,934.0,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,47128.0,4.0,Automatic,Front,4,Left wheel,Black,8.0,9.0
9164,45797689,19757.0,1024.0,HYUNDAI,H1,Jeep,Yes,Diesel,2.5,115028.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9167,45488682,23207.0,810.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,27000.0,4.0,Tiptronic,Front,4,Left wheel,Grey,6.0,8.0
9172,45809781,10506.0,1249.0,NISSAN,Altima,Sedan,Yes,Petrol,2.5,45022.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,7.0
9175,45760913,21953.0,397.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,48738.0,4.0,Automatic,Front,4,Left wheel,White,12.0,8.0
9179,45762352,3607.0,1172.0,TOYOTA,Sienna,Sedan,Yes,Petrol,3.5,181722.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,13.0
9180,45796989,10349.0,1236.0,HONDA,FIT Modulo,Hatchback,No,Hybrid,1.3,125000.0,4.0,Automatic,Front,4,Right-hand drive,White,2.0,13.0
9181,45211794,15994.0,1051.0,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,93000.0,4.0,Automatic,Front,4,Left wheel,White,12.0,8.0
9182,45644790,9879.0,1058.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,157211.0,6.0,Automatic,4x4,4,Left wheel,White,12.0,12.0
9183,45802919,42052.0,891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,122184.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,8.0
9184,45787197,16621.0,502.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,103000.0,4.0,Variator,Front,4,Left wheel,Grey,4.0,11.0
9185,45730998,22266.0,862.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,120805.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,13.0
9188,45801884,12880.0,687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,97132.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,14.0
9189,45801664,19384.0,583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,124892.0,4.0,Automatic,Front,4,Left wheel,White,4.0,13.0
9191,45720826,13799.0,584.0,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,85000.0,4.0,Tiptronic,Front,4,Left wheel,White,8.0,10.0
9193,45690156,12858.0,530.0,FORD,Fiesta,Sedan,No,Petrol,1.6,86000.0,4.0,Variator,Front,4,Left wheel,Blue,10.0,11.0
9194,45800983,20071.0,697.0,HYUNDAI,Elantra LIMITED,Sedan,Yes,Petrol,1.8,57000.0,4.0,Tiptronic,Front,4,Left wheel,Black,12.0,9.0
9196,45809089,23414.0,833.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,60000.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
9197,45809943,11895.0,639.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,60550.0,4.0,Automatic,Front,4,Left wheel,Red,4.0,10.0
9199,45793271,13642.0,764.0,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,35762.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,9.0
9202,45816285,10192.0,1018.0,BMW,X5,Jeep,Yes,Diesel,3.0,332243.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,13.0
9203,45649007,11133.0,394.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381.0,4.0,Automatic,Front,4,Left wheel,Black,12.0,10.0
9204,45803342,10663.0,765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,280622.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,9.0
9205,45617805,11133.0,1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,238546.0,6.0,Automatic,4x4,4,Left wheel,Black,12.0,10.0
9206,45730389,33823.0,640.0,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,146130.0,4.0,Automatic,Front,4,Left wheel,Black,4.0,11.0
9209,45809345,16719.0,502.0,HONDA,FIT,Hatchback,Yes,Hybrid,1.5,154400.0,4.0,Automatic,Front,4,Left wheel,Silver,4.0,11.0
